latitude,longitude,time,parent,selfid
50.29400716,13.98748244,1449106036395,3986,3999
50.17164307,14.19084747,1450289515898,3742,4000
50.14733502,14.10285052,1449621187520,3841,4001
50.17479437,14.09529299,1451573385756,869,4002
50.05661079,14.09578858,1449793622253,451,4003
50.28306123,14.27732586,1449081964629,960,4004
50.16818771,14.05458077,1449613067385,2521,4005
50.11438563,14.20127584,1450648031899,3190,4006
50.18130652,14.05026696,1449943948552,87,4007
50.25517019,13.9866137,1449263795078,3718,4008
50.16536038,14.10477704,1450852861550,995,4009
50.13802578,13.99115249,1451085627784,3067,4010
50.14016506,14.2109869,1450843750325,597,4011
50.17498606,14.10636527,1449921467263,1806,4012
50.11899685,14.04782052,1449054086072,372,4013
50.13802578,13.99115249,1449372038360,949,4014
50.12470485,13.95040984,1450476715815,3169,4015
50.18131109,14.0502765,1449803877905,3122,4016
50.13143462,14.22075335,1451526719266,1470,4017
50.23510569,14.06861543,1450036895800,987,4018
50.0619229,14.15053181,1449645672882,4002,4019
50.19002783,14.16305213,1450290315075,2412,4020
50.10298068,14.04540078,1450456780264,1501,4021
50.12470485,13.95040984,1450905224392,181,4022
50.11438563,14.20127584,1450773162939,2548,4023
50.16352398,14.12067433,1448958064317,2443,4024
50.23223625,14.02902797,1450694015750,1945,4025
50.30808573,13.99578705,1450188142478,3220,4026
50.09320481,14.1076251,1449014045602,1163,4027
50.1359491,14.16446253,1450822060567,3337,4028
50.30885593,13.99492117,1451341308105,864,4029
50.08535027,14.13007402,1449894005040,3071,4030
50.08936056,14.01094058,1451493123082,2142,4031
50.15733843,14.11553888,1451595801955,139,4032
50.10932809,14.11606904,1449762039221,1133,4033
50.24684964,14.14157377,1450210349820,989,4034
50.30808573,13.99578705,1451552455123,2747,4035
50.2304571,14.086934,1449357773720,3971,4036
50.2304571,14.086934,1449167146620,2925,4037
50.08504416,14.04083537,1450060751888,1154,4038
50.17136634,14.11640156,1449994199563,3434,4039
50.23559555,14.01634219,1449626578082,2740,4040
50.1777084,14.158348,1450628411204,3035,4041
50.29496835,13.98477295,1450699369583,3007,4042
50.2304571,14.086934,1449934111910,3573,4043
50.08931644,14.1226507,1450035352261,3450,4044
50.21170228,14.06102758,1450965966594,2218,4045
50.17596308,14.10545817,1451573869893,3459,4046
50.19002783,14.16305213,1449346415672,616,4047
50.19215725,14.11153309,1449854803671,1745,4048
50.08614231,14.13112512,1449111155826,1017,4049
50.14447978,14.21469736,1450886451219,2598,4050
50.11661489,14.13742982,1450696989194,428,4051
50.15594263,14.18898246,1450691184739,2326,4052
50.08184101,14.1375482,1451401524410,1368,4053
50.29401203,13.98749242,1450867338573,709,4054
50.16915097,14.10188902,1450161789062,3362,4055
50.08535027,14.13007402,1450629537422,3528,4056
50.08433331,14.03621796,1449160951208,2770,4057
50.19377685,14.11781764,1450722423885,812,4058
50.26298148,14.05584788,1449750223055,3287,4059
50.07660834,14.11942447,1449953965598,3216,4060
50.11438563,14.20127584,1450607320539,1041,4061
50.128943,13.94745636,1449766522695,1458,4062
50.14630446,13.96345019,1450940222210,2935,4063
50.09986914,14.00574941,1450234154045,3243,4064
50.23736675,14.07705874,1450491273751,3472,4065
50.1359491,14.16446253,1450142798593,3017,4066
50.23209916,14.02869993,1449129448133,3646,4067
50.22973321,14.11078905,1450766306026,753,4068
50.22003536,14.07831619,1449945312502,859,4069
50.14596916,14.07112756,1449235644824,3447,4070
50.16972855,14.18997092,1449157579058,3743,4071
50.14733502,14.10285052,1450700750787,692,4072
50.1359491,14.16446253,1451595938993,3390,4073
50.16988095,14.11806819,1449864094592,3398,4074
50.16988095,14.11806819,1449534430739,213,4075
50.11438563,14.20127584,1451482661737,2686,4076
50.16988095,14.11806819,1450998414857,2477,4077
50.21170228,14.06102758,1449808812458,2820,4078
50.1098256,14.11467137,1451081746850,2439,4079
50.19002783,14.16305213,1449767848150,1577,4080
50.2249698,14.06640504,1449367398911,3825,4081
50.23115113,14.1822064,1449453986763,2140,4082
50.14447978,14.21469736,1449202524822,979,4083
50.23728012,14.09087951,1449688653277,700,4084
50.1329112,14.13776348,1449868468793,1316,4085
50.18759465,14.05046532,1449458254290,2162,4086
50.16988095,14.11806819,1450058103137,2805,4087
50.14447978,14.21469736,1450308289518,3611,4088
50.19623789,14.00412846,1450646805827,2005,4089
50.08224695,14.06748751,1449928114263,682,4090
50.23346045,14.06303308,1450299759477,2304,4091
50.10932809,14.11606904,1450118963549,2541,4092
50.16988095,14.11806819,1450771971325,2693,4093
50.21648583,14.00497771,1450069758580,1114,4094
50.08931644,14.1226507,1449802287909,1840,4095
50.14733502,14.10285052,1450963213700,556,4096
50.31269239,14.13784881,1450602626492,4085,4097
50.16870913,13.95612739,1450250118454,996,4098
50.28403882,14.2741818,1450824119896,2061,4099
50.18925637,14.24846277,1450457076772,723,4100
50.16870913,13.95612739,1450775240794,3867,4101
50.08931644,14.1226507,1450042812151,3141,4102
50.1777084,14.158348,1450538858534,557,4103
50.15722204,14.18205301,1450420904186,2148,4104
50.05812316,14.15638794,1449157388936,2739,4105
50.16818771,14.05458077,1450306905942,1138,4106
50.19002783,14.16305213,1450850266381,2030,4107
50.17163351,14.11572139,1451399694561,151,4108
50.1359491,14.16446253,1450218788184,920,4109
50.19876781,14.22340146,1449821013741,2489,4110
50.07867941,14.06372278,1449930893690,2508,4111
50.10762945,14.11221729,1449980791760,1765,4112
50.2304571,14.086934,1451306752050,1147,4113
50.15593948,14.18897421,1451023753515,970,4114
50.08225152,14.06749616,1448997419501,405,4115
50.14447978,14.21469736,1449843077143,1669,4116
50.1738948,14.05926638,1450730839261,457,4117
50.28151548,14.23615653,1450894804239,1415,4118
50.2113968,13.98254731,1451102957042,3445,4119
50.29400716,13.98748244,1449963311300,3285,4120
50.18130652,14.05026696,1448967698482,2721,4121
50.17498606,14.10636527,1450111721585,221,4122
50.10984945,14.07062194,1450532054607,2705,4123
50.19659949,14.24471825,1448978641510,1858,4124
50.26298133,14.05593382,1449678652727,2110,4125
50.13954324,14.21010281,1449971031477,2546,4126
50.13259693,14.14242459,1451537884600,2815,4127
50.16636997,14.05996763,1451393938082,3971,4128
50.06637315,14.01490492,1451118756139,2461,4129
50.19312686,14.11624256,1449032297963,2159,4130
50.11343666,14.19869143,1449592776342,484,4131
50.08160851,14.13015922,1450178499520,3268,4132
50.15985072,14.13798249,1451589447393,243,4133
50.29394431,13.98752677,1449635804643,2562,4134
50.19691606,14.24893842,1449478174398,799,4135
50.13143462,14.22075335,1449110646249,423,4136
50.06853895,14.01518894,1450811551097,1395,4137
50.16715849,14.16246926,1449644263170,3311,4138
50.18858735,14.24970776,1450113814637,3836,4139
50.12470485,13.95040984,1450029222432,2539,4140
50.1921639,14.11155748,1451056237065,2551,4141
50.16818771,14.05458077,1449597101440,403,4142
50.28151548,14.23615653,1449848241928,929,4143
50.26204478,13.91634862,1450091229802,3378,4144
50.14733502,14.10285052,1449067658455,3091,4145
50.28810407,14.09505505,1449531212352,3745,4146
50.11646639,14.12823657,1448958502256,29,4147
50.10932809,14.11606904,1450421090950,3908,4148
50.06853895,14.01518894,1449518340281,3006,4149
50.19691606,14.24893842,1450820283291,3254,4150
50.12842433,14.07208108,1449381575139,29,4151
50.26925244,14.24730789,1451239071501,2842,4152
50.17584622,14.09106203,1451160145287,2423,4153
50.1359491,14.16446253,1450907550216,3022,4154
50.11112394,14.20054863,1450254780918,2116,4155
50.14098106,14.09597116,1449987026028,3004,4156
50.24167657,14.21998819,1450520207662,3228,4157
50.11438563,14.20127584,1449415058251,3599,4158
50.16300232,14.04803732,1449124072255,1828,4159
50.19691606,14.24893842,1449187527919,1950,4160
50.14733502,14.10285052,1450290843743,2538,4161
50.18979219,14.10923091,1451381613350,3075,4162
50.26444217,14.025657,1450535739087,180,4163
50.19925058,14.07248213,1449970245320,2734,4164
50.2113968,13.98254731,1451579127895,2763,4165
50.08535027,14.13007402,1449471585283,1195,4166
50.24168057,14.21999733,1449796555327,2622,4167
50.18130652,14.05026696,1451461380613,992,4168
50.08614231,14.13112512,1449401993942,2628,4169
50.07740172,14.06749765,1449163552382,2875,4170
50.08931644,14.1226507,1449102835580,172,4171
50.23559555,14.01634219,1450815937576,3368,4172
50.15159449,14.09838252,1450521918888,2323,4173
50.19644734,13.97344095,1450806047900,3294,4174
50.08415097,14.13881807,1449128403419,667,4175
50.2304571,14.086934,1449279895200,3512,4176
50.14734367,14.1045177,1451441594304,823,4177
50.08304034,14.06852963,1449192536001,3974,4178
50.12178753,13.941667,1450118404253,2813,4179
50.15146661,13.95709206,1450937713108,3798,4180
50.23942328,14.03584948,1449798545860,2607,4181
50.21648583,14.00497771,1450765168854,257,4182
50.19876781,14.22340146,1450757089272,2449,4183
50.19630244,14.12052073,1449540592265,3470,4184
50.21648583,14.00497771,1451622631940,855,4185
50.21648583,14.00497771,1451183173217,1737,4186
50.21648583,14.00497771,1449536022148,3400,4187
50.2414007,14.20573599,1451423300484,493,4188
50.23115113,14.1822064,1451456024807,3470,4189
50.21648583,14.00497771,1449166458307,430,4190
50.20972494,14.23616709,1451094199190,2495,4191
50.21155947,14.27292119,1450706119006,2670,4192
50.08415097,14.13881807,1449317685442,3412,4193
50.09637589,14.16704548,1448947720576,483,4194
50.08304034,14.06852963,1449242267402,2036,4195
50.1359491,14.16446253,1450894771813,2822,4196
50.10964045,14.06979472,1450513074777,2532,4197
50.08304034,14.06852963,1451296720411,3999,4198
50.10964045,14.06979472,1449052141971,48,4199
50.08304034,14.06852963,1449719592982,3775,4200
50.15593835,14.18897379,1450270320139,1230,4201
50.21259112,14.0639324,1451003355964,4122,4202
50.10983989,14.11440713,1451558227883,3855,4203
50.18967222,14.1124298,1450817280986,2627,4204
50.28151548,14.23615653,1449756236294,3959,4205
50.29537252,14.27012824,1451167564617,1605,4206
50.17654002,14.05713555,1451056347718,2901,4207
50.10377735,14.04644116,1449035338269,2765,4208
50.31268838,14.13783878,1451410682975,1009,4209
50.11547036,14.14969051,1449808560577,3729,4210
50.25415387,14.16066848,1450133373343,525,4211
50.26154855,14.01886411,1450763317139,1697,4212
50.14352177,14.19012583,1449696030697,3958,4213
50.17264391,14.1912892,1449370442895,1350,4214
50.20843277,14.2353762,1449332236584,3118,4215
50.1906706,14.04303633,1450250886140,461,4216
50.11027635,14.06557662,1451437794311,2208,4217
50.28151548,14.23615653,1450269746697,3607,4218
50.16964094,14.06417352,1451503471741,4018,4219
50.16873386,14.06262861,1451048472248,834,4220
50.18922904,14.16199749,1451572087042,1274,4221
50.10964045,14.06979472,1450746415447,3460,4222
50.14630446,13.96345019,1450953669531,1185,4223
50.17979133,14.15478627,1451207454622,380,4224
50.21648696,14.00497768,1451620945417,507,4225
50.10298068,14.04540078,1449685721193,2212,4226
50.10964045,14.06979472,1450550699445,3215,4227
50.06775056,14.0141645,1449596847699,3892,4228
50.16915097,14.10188902,1450851774676,1060,4229
50.2304571,14.086934,1451535959995,3999,4230
50.06775056,14.0141645,1449897529347,2805,4231
50.16715849,14.16246926,1450966083271,1735,4232
50.19925515,14.07249167,1449472162765,3488,4233
50.09080955,14.11106499,1451432307442,3191,4234
50.08304034,14.06852963,1449461927058,955,4235
50.14447978,14.21469736,1451580137125,2284,4236
50.16818771,14.05458077,1450509231407,1781,4237
50.15126924,14.19004485,1449644124059,1794,4238
50.22415793,14.2207357,1450597140135,3173,4239
50.14733502,14.10285052,1449189170561,564,4240
50.19925515,14.07249167,1449216209058,2157,4241
50.26901417,14.12355009,1449201115278,2597,4242
50.15431495,14.18708608,1451384888223,2715,4243
50.06775056,14.0141645,1450126835946,326,4244
50.08535027,14.13007402,1449006320010,3830,4245
50.18130652,14.05026696,1450941901230,2154,4246
50.12697341,14.01809042,1449498670414,4164,4247
50.14447978,14.21469736,1451141462992,1887,4248
50.2641303,14.09564709,1451230313867,3147,4249
50.18130652,14.05026696,1449654172664,516,4250
50.10964045,14.06979472,1450816916316,1316,4251
50.06775056,14.0141645,1450764033900,907,4252
50.22577043,14.04869109,1451441577168,1576,4253
50.17498606,14.10636527,1450380692370,4047,4254
50.17498606,14.10636527,1451365966542,675,4255
50.18922904,14.16199749,1449648102257,508,4256
50.17498606,14.10636527,1451288532240,890,4257
50.18130652,14.05026696,1449320999120,3894,4258
50.19083445,14.04943443,1451291834439,1667,4259
50.17717389,14.05842557,1449323772893,1757,4260
50.13595337,14.1644712,1449970904539,102,4261
50.18130652,14.05026696,1449720939337,2161,4262
50.14733502,14.10285052,1450096675169,3731,4263
50.17585051,14.09107114,1450950513790,3912,4264
50.16988095,14.11806819,1449550480671,2196,4265
50.16972971,14.19021683,1451149930458,123,4266
50.21648583,14.00497771,1449652403517,3336,4267
50.08863774,14.01180821,1450298265750,3201,4268
50.1143899,14.20128407,1450656380239,2784,4269
50.17585051,14.09107114,1450491542763,254,4270
50.03855068,14.04703598,1449965838309,2475,4271
50.21648583,14.00497771,1449229636745,1761,4272
50.11438563,14.20127584,1450419999958,1041,4273
50.30808573,13.99578705,1449031259387,1895,4274
50.17498606,14.10636527,1449496462117,3514,4275
50.15520577,14.18170375,1451304977703,2049,4276
50.18922904,14.16199749,1451564630506,3102,4277
50.17498606,14.10636527,1449994058900,3878,4278
50.0822478,14.06748793,1450375978958,252,4279
50.28166159,14.23640727,1449140127189,2284,4280
50.28151548,14.23615653,1449372647303,3132,4281
50.21586681,14.00545532,1449814035457,1094,4282
50.17498606,14.10636527,1449833781007,1587,4283
50.30687636,14.17176009,1450224487862,2002,4284
50.2056145,14.04585425,1449984442248,4112,4285
50.24178265,14.21958677,1451312462537,2900,4286
50.14733502,14.10285052,1449047979721,3502,4287
50.1885794,14.10937648,1448996549663,2536,4288
50.16597623,14.22050032,1449455121699,3006,4289
50.21156059,14.27292161,1451489501923,4135,4290
50.21236162,14.2740022,1451270071936,2236,4291
50.14733502,14.10285052,1451398577705,1050,4292
50.16818771,14.05458077,1449229059137,1043,4293
50.2304571,14.086934,1449885758493,2179,4294
50.14733502,14.10285052,1450900095128,326,4295
50.11557166,14.20482984,1449795427361,268,4296
50.15593835,14.18897379,1450136108807,3764,4297
50.19602194,14.00323364,1449280384188,1610,4298
50.16611487,14.05627259,1450357073140,3271,4299
50.18243258,14.05372533,1448984408306,1109,4300
50.12487554,14.15534239,1449520626868,3867,4301
50.21155947,14.27292119,1450257951320,3550,4302
50.1462432,14.11163782,1449457474941,1479,4303
50.30867715,13.99485384,1450601835375,1373,4304
50.14630446,13.96345019,1450518343371,2481,4305
50.16818771,14.05458077,1451553801246,3504,4306
50.13703616,14.16008812,1450752683848,4210,4307
50.16818771,14.05458077,1451032175221,1099,4308
50.18130652,14.05026696,1451556382221,2924,4309
50.19691606,14.24893842,1450497875121,729,4310
50.06108754,14.09031145,1450181470687,2558,4311
50.15474049,14.19038735,1450580880567,2478,4312
50.12470485,13.95040984,1449657629043,2428,4313
50.16818771,14.05458077,1450133761482,2310,4314
50.14630558,13.96345061,1449887372318,835,4315
50.1096413,14.06979514,1451253725426,2170,4316
50.15623596,14.16775839,1450947432383,4249,4317
50.19876781,14.22340146,1449684988628,235,4318
50.21600502,13.98346945,1451256620770,2318,4319
50.15833157,14.18985684,1451578837598,2953,4320
50.2416777,14.21998861,1450406008793,1988,4321
50.12747698,13.95249112,1450911207084,2400,4322
50.14733586,14.10285094,1448983813517,3092,4323
50.08535139,14.13007444,1450643019067,726,4324
50.32708332,14.01714037,1449320617320,3979,4325
50.16260967,13.98815036,1449938190522,3059,4326
50.26901502,14.12355051,1450329339239,882,4327
50.3126007,14.81241517,1451025749536,688,4328
50.44021713,14.92653468,1450352344930,793,4329
50.50410414,15.02280594,1450757372168,1796,4330
50.30982964,14.81422325,1449421179582,3270,4331
50.28225895,14.8288905,1450811532187,51,4332
50.57690573,14.97138786,1451211481792,3147,4333
50.33067845,14.86917196,1451386438855,1551,4334
50.28242795,14.82761965,1451100367108,1803,4335
50.42467878,14.7921323,1449747108359,3899,4336
50.55379314,14.98198285,1451612202147,1773,4337
50.26803156,14.8569494,1449703875774,2193,4338
50.29085233,14.82343125,1450408006883,2200,4339
50.4251485,14.90085518,1450473420723,2073,4340
50.40619092,15.00547589,1450708063448,380,4341
50.47578034,14.88941459,1449664130295,4147,4342
50.20840395,14.74541128,1450913947963,2110,4343
50.40209883,14.97899534,1449127094397,3529,4344
50.28853567,14.81567088,1449988639825,1314,4345
50.55187637,15.06283406,1450021295857,3527,4346
50.30994131,14.81375541,1448975096987,300,4347
50.41135121,14.90318461,1449721388735,1567,4348
50.28242795,14.82761965,1451476316116,219,4349
50.43824774,15.12812444,1449799431560,3578,4350
50.31200606,14.81350552,1449085031967,2664,4351
50.52576039,14.94809013,1449181951710,3002,4352
50.4390482,15.12934558,1450443229799,936,4353
50.32310006,14.76644106,1451340874492,2164,4354
50.32431642,14.76615458,1449075026777,2344,4355
50.35607279,15.08278818,1450777295510,1295,4356
50.28981961,14.82575748,1449078249589,3014,4357
50.41318561,15.07681764,1450940897992,2000,4358
50.57690573,14.97138786,1449590669408,1986,4359
50.41162912,14.994527,1451557638956,2342,4360
50.33743264,14.80151578,1450156321169,131,4361
50.5485466,15.03279276,1449532443425,2956,4362
50.56191348,15.015707,1450925571673,1166,4363
50.4891732,15.03828779,1450212551735,3665,4364
50.41403512,14.97502673,1451209875522,24,4365
50.56447753,15.035494,1449963155812,4300,4366
50.43824774,15.12812444,1450801294149,4202,4367
50.3126007,14.81241517,1449434257119,3629,4368
50.27702941,14.78023107,1451240876120,1205,4369
50.45925711,14.93146683,1450916315390,749,4370
50.50120304,14.93544904,1449103434175,938,4371
50.4054454,14.90918125,1450926793881,3461,4372
50.53198084,14.94431513,1451617260746,1173,4373
50.438499,14.92999753,1450299346758,2095,4374
50.43456607,15.10606405,1451561574887,3084,4375
50.42704227,15.03019928,1449688422150,2470,4376
50.4891732,15.03828779,1451096238871,3350,4377
50.2554778,14.78126922,1449716901716,2713,4378
50.38483886,14.71845939,1449631676900,2882,4379
50.48230459,14.94148759,1449333862472,517,4380
50.3300053,14.87500668,1448998231926,3950,4381
50.30800002,14.84723706,1450371461942,3101,4382
50.4478728,14.89570816,1451375372557,338,4383
50.4359501,15.04153279,1450996081714,2145,4384
50.40233588,14.95699537,1450085471300,3029,4385
50.44374808,14.77736588,1450929270745,3553,4386
50.33743264,14.80151578,1450347260362,3339,4387
50.54636767,14.86764676,1450738428557,822,4388
50.41135121,14.90318461,1449874554278,1665,4389
50.38943073,15.03593333,1449099494921,2766,4390
50.23169934,14.74927009,1450912391275,1361,4391
50.31141084,14.91635852,1451529195515,1013,4392
50.33673881,14.94490991,1449544088032,2934,4393
50.41331344,14.88581099,1450985963932,2145,4394
50.36825202,14.87329492,1450485860301,3907,4395
50.29085233,14.82343125,1450822526394,2286,4396
50.54434482,14.86969711,1449250680038,2567,4397
50.4891732,15.03828779,1450591882477,3115,4398
50.58835908,14.94727395,1449405036234,1451,4399
50.55802943,15.03544504,1449487835115,3404,4400
50.38664913,14.89801139,1451229744059,788,4401
50.43554484,15.0047123,1449642119233,3162,4402
50.33180205,14.86617264,1450707919328,4308,4403
50.47996868,14.89148944,1451622341422,140,4404
50.5041033,15.02279801,1449496337033,2828,4405
50.43824774,15.12812444,1450408131156,1373,4406
50.37416209,15.03591125,1451224485764,1972,4407
50.33743264,14.80151578,1448950707281,4235,4408
50.37911402,14.91750751,1451017954499,2216,4409
50.25583998,14.76150034,1450085642518,68,4410
50.44510156,14.77735512,1450903306352,3523,4411
50.31564066,14.67512583,1451017703937,3015,4412
50.60111476,14.98332792,1449879885621,2020,4413
50.33067845,14.86917196,1451434523787,2823,4414
50.54631737,14.86716173,1449771049557,3463,4415
50.42010026,15.05411515,1451019929302,485,4416
50.23241451,14.7499985,1450242512205,60,4417
50.54713907,14.86835429,1451362082371,330,4418
50.3673863,14.93386655,1449590437008,3851,4419
50.36929999,14.96229959,1451551529805,1371,4420
50.33144087,14.8703637,1449074957753,1263,4421
50.52720454,14.97133504,1450577741283,1617,4422
50.29085233,14.82343125,1449313166372,726,4423
50.49973323,14.9712847,1449759184134,2892,4424
50.36922317,14.79736164,1450328650092,662,4425
50.4891732,15.03828779,1451605849659,3328,4426
50.41132848,14.99627923,1449770493814,2742,4427
50.30800002,14.84723706,1449012701851,2745,4428
50.39177236,14.98037594,1449747667268,234,4429
50.45834576,14.93065018,1449905462868,1137,4430
50.39917018,15.04807013,1450499029712,2775,4431
50.47071574,14.73360186,1450072707217,2504,4432
50.3783136,14.91632136,1449188602614,2554,4433
50.42010026,15.05411515,1450792966545,910,4434
50.47232532,14.73325769,1449179632686,763,4435
50.4482362,15.00372499,1450734546858,1077,4436
50.45135097,14.9101846,1450350699516,1863,4437
50.438499,14.92999753,1450886471627,3116,4438
50.28643167,14.8284847,1451312557989,16,4439
50.32430508,14.69685724,1450912803013,3741,4440
50.27227947,14.94836009,1450307483653,674,4441
50.42090095,15.05532402,1451279162366,1892,4442
50.4891732,15.03828779,1451167306937,2451,4443
50.27091198,14.94988321,1451601228757,1900,4444
50.37778984,14.99335787,1450341361014,3065,4445
50.41135121,14.90318461,1450036347816,2147,4446
50.54993914,14.87825439,1449409873980,3200,4447
50.42054707,15.05362034,1449295677316,4067,4448
50.29037846,14.7367921,1450030025406,804,4449
50.39291985,15.10756392,1450894564659,2767,4450
50.5133865,14.79307498,1449711881632,1921,4451
50.41375455,14.88769988,1451082147291,2771,4452
50.42010026,15.05411515,1449871397225,3065,4453
50.34938186,15.0387656,1449811420641,2733,4454
50.47509994,14.96482531,1450407510398,1409,4455
50.31841189,14.97247652,1449547535365,545,4456
50.37778984,14.99335787,1450914565050,1322,4457
50.36728652,14.79561755,1450134019143,709,4458
50.33443235,14.74754073,1449476667037,3980,4459
50.29085233,14.82343125,1449021082707,4088,4460
50.51337718,14.75034065,1450765584224,121,4461
50.28430958,14.93963927,1451154744745,905,4462
50.23169934,14.74927009,1451380164266,2589,4463
50.37779041,14.9933649,1451067848296,237,4464
50.54721291,14.99170655,1451455745706,1228,4465
50.57690573,14.97138786,1449418871982,872,4466
50.52720454,14.97133504,1450807578750,2816,4467
50.46218501,15.11853113,1451209358891,2788,4468
50.33443235,14.74754073,1449657080295,3225,4469
50.28643167,14.8284847,1449166640725,1082,4470
50.39156695,14.87017125,1450719173815,755,4471
50.5485466,15.03279276,1450138295760,1035,4472
50.40242518,14.98099111,1449839732301,2543,4473
50.52720454,14.97133504,1451208813236,3701,4474
50.39177236,14.98037594,1449693688211,3150,4475
50.32430508,14.69685724,1449516769899,3256,4476
50.43729483,14.97247585,1450727330242,2371,4477
50.55399939,14.98178293,1449549442374,3981,4478
50.54713907,14.86835429,1450453007102,3768,4479
50.41135121,14.90318461,1449985515618,400,4480
50.44785802,15.06361215,1449305847283,1835,4481
50.41135121,14.90318461,1450025015100,1030,4482
50.29085233,14.82343125,1450114667847,3970,4483
50.27702941,14.78023107,1451408741131,2765,4484
50.52720454,14.97133504,1449737559226,4057,4485
50.54032647,14.92870294,1449645406394,2405,4486
50.43794991,14.97357825,1449723598482,1687,4487
50.543661,15.08034071,1450235633710,2388,4488
50.4082258,14.95796415,1449775143192,328,4489
50.43824774,15.12812444,1449979205051,4009,4490
50.53238316,14.94582926,1449541526605,1723,4491
50.45135097,14.9101846,1450006619768,3396,4492
50.52720454,14.97133504,1449596569304,2803,4493
50.54315575,14.92612216,1450429688687,3966,4494
50.37416209,15.03591125,1451311360602,1813,4495
50.54631737,14.86716173,1451398035154,3759,4496
50.39097314,14.97918753,1450082861769,2092,4497
50.23169934,14.74927009,1451291813270,464,4498
50.47280824,14.84712232,1450783883604,62,4499
50.42568463,15.02512546,1450955616623,1133,4500
50.4390482,15.12934558,1449217468667,191,4501
50.30402972,14.70487609,1450038177622,3317,4502
50.33443235,14.74754073,1449530911394,4460,4503
50.2554795,14.78127623,1451180018497,3352,4504
50.30938696,14.94504641,1451260002033,3500,4505
50.37416209,15.03591125,1450445865701,2903,4506
50.44510156,14.77735512,1450648988122,1780,4507
50.49694735,14.9683251,1449990828736,4400,4508
50.49694735,14.9683251,1451243342230,4211,4509
49.31595327,21.18964013,1449148497898,3903,4510
50.29227155,14.82901692,1449993009016,1105,4511
50.5041033,15.02279801,1451309055686,2873,4512
50.52720454,14.97133504,1451429612745,359,4513
50.27249321,14.94804412,1449265119239,4121,4514
50.38454087,15.10150541,1450818118520,1076,4515
50.31767629,14.66844965,1449946840468,2516,4516
50.29967223,14.9556317,1450027905122,1526,4517
50.23169934,14.74927009,1449295378123,2102,4518
50.46991424,14.94242234,1451418142935,3953,4519
50.54619661,14.93614538,1450917799873,1545,4520
50.3702963,14.98663918,1449742133026,2493,4521
50.35593591,15.08200029,1450433663430,4019,4522
50.48615807,14.92375438,1449765190578,1013,4523
50.27249321,14.94804412,1450214894426,2189,4524
50.23169934,14.74927009,1451403757446,648,4525
50.52720454,14.97133504,1450094892356,2586,4526
50.42289991,14.9206996,1449566995885,2010,4527
50.48230459,14.94148759,1449689462762,1502,4528
50.27702941,14.78023107,1449444610753,1464,4529
50.27249321,14.94804412,1451269043821,503,4530
50.5541167,14.94715467,1451552707704,4483,4531
50.49694735,14.9683251,1450471723967,3246,4532
50.29037846,14.7367921,1449159065520,3067,4533
50.52720454,14.97133504,1450636061074,4318,4534
50.5733807,14.95916337,1451427678792,2956,4535
50.52749616,14.97094689,1449232852199,3324,4536
50.23169934,14.74927009,1451367746441,3320,4537
50.49367842,15.0427227,1451014995216,3031,4538
50.49297727,15.04182155,1449096959455,610,4539
50.3702963,14.98663918,1450584174006,263,4540
50.33673881,14.94490991,1449202829240,1898,4541
50.5040651,15.02268782,1451398021087,576,4542
50.49062138,15.11222539,1449426652666,2620,4543
50.49062138,15.11222539,1449312667231,2799,4544
49.81749179,15.4729619,1449275090801,1859,4545
50.42566923,14.90079646,1449128701880,1844,4546
50.30566903,14.65741133,1450901916299,1123,4547
50.54315575,14.92612216,1451466782972,2213,4548
50.41318561,15.07681764,1449202861853,2975,4549
50.54993914,14.87825439,1450618715759,3217,4550
50.42090095,15.05532402,1450182604537,1370,4551
50.30566903,14.65741133,1450300308019,3589,4552
50.30566903,14.65741133,1449860444988,3408,4553
50.58554874,15.00509055,1450288885473,4333,4554
50.32262581,14.9986106,1450579353873,2630,4555
50.5041033,15.02279801,1450509843833,1895,4556
50.37363217,14.78710213,1451087462389,1788,4557
50.49062138,15.11222539,1451463066683,3043,4558
50.29212782,14.84645433,1450771783524,459,4559
50.40540179,14.95854097,1451594565356,3961,4560
50.52720454,14.97133504,1449427719621,350,4561
50.5485466,15.03279276,1450916756068,2390,4562
50.51337718,14.75034065,1449718219508,1851,4563
50.45135181,14.91019252,1449351874390,413,4564
50.48837799,15.10513074,1451098675123,7,4565
50.52614805,15.0157758,1451456955235,2732,4566
50.52604693,15.01735498,1450847134528,194,4567
50.45139311,14.87539716,1450790132674,936,4568
50.52402919,14.98554747,1450678875725,1845,4569
50.25476877,14.95350351,1449224189892,887,4570
50.4891732,15.03828779,1449784529112,1495,4571
50.31767629,14.66844965,1449365268402,1988,4572
50.38457067,14.89691343,1449067720428,166,4573
50.39623905,14.88774039,1451612217730,3463,4574
50.28282819,14.82992536,1450929248074,1325,4575
50.38454087,15.10150541,1449750016234,3782,4576
50.5494974,15.03360679,1451067999793,1131,4577
50.40233588,14.95699537,1450056583048,263,4578
50.39102592,14.98050725,1450727026941,2123,4579
50.38483886,14.71845939,1449499020345,4091,4580
50.543661,15.08034071,1450919103824,1672,4581
50.3667756,15.09963171,1451508656451,2805,4582
50.36906976,14.97093344,1449810429336,2280,4583
50.53217395,15.07201539,1449830223086,294,4584
50.36525215,14.93022616,1451285090255,3014,4585
50.41331344,14.88581099,1450984515286,4456,4586
